DIRECTORIO,SECUENCIA_P,ORDEN,P6040,CLASE,DPTO,INGLABO
7742416,1,2,53,1,13,1120000
7742416,1,3,23,1,13,NA
7742416,1,4,19,1,13,NA
7742417,1,1,74,1,13,NA
7742417,1,2,47,1,13,NA
7742417,1,3,36,1,13,NA
7742417,1,4,36,1,13,1040000
7742417,1,5,16,1,13,NA
7742417,1,6,7,1,13,NA
7742418,1,1,46,1,13,NA
7742418,1,2,23,1,13,1300000
7742418,1,3,17,1,13,NA
7742418,1,4,24,1,13,NA
7742418,1,5,20,1,13,NA
7742418,1,6,1,1,13,NA
7742419,1,1,58,1,13,200000
7742419,1,2,49,1,13,NA
7742419,1,3,16,1,13,NA
7742419,1,4,13,1,13,NA
7742419,1,5,81,1,13,NA
7742420,1,1,40,1,13,800000
7742420,1,2,40,1,13,NA
7742420,1,3,21,1,13,900000
7742420,1,4,19,1,13,720000
7742420,1,5,16,1,13,NA
7742420,1,6,13,1,13,NA
7742420,1,7,11,1,13,NA
7742421,1,1,29,1,13,2300000
7742421,1,2,29,1,13,NA
7742421,1,3,7,1,13,NA
7742421,1,4,0,1,13,NA
7742422,1,1,66,1,13,NA
7742422,1,2,53,1,13,1000000
7742422,1,3,20,1,13,NA
7742422,1,4,17,1,13,NA
7742424,1,1,32,1,13,1300000
7742424,1,2,4,1,13,NA
7742425,1,1,42,1,13,NA
7742425,1,2,51,1,13,300000
7742425,1,3,19,1,13,NA
7742425,1,4,14,1,13,NA
7742426,1,1,75,1,13,NA
7742426,1,2,31,1,13,1750000
7742427,1,1,64,1,13,NA
7742427,1,2,56,1,13,2100000
7742427,1,3,21,1,13,NA
7742428,1,1,46,1,13,NA
7742428,1,2,17,1,13,NA
7742428,1,3,13,1,13,NA
7742429,1,1,56,1,13,NA
7742429,1,2,19,1,13,NA
7742429,1,3,17,1,13,NA
7742430,1,1,63,1,13,NA
7742431,1,1,45,1,13,1500000
7742431,1,2,39,1,13,910000
7742431,1,3,14,1,13,NA
7742431,1,4,11,1,13,NA
7742431,1,5,64,1,13,1000000
7742432,1,1,81,1,13,900000
7742434,1,1,67,1,13,NA
7742434,1,2,56,1,13,NA
7742435,1,1,49,1,13,2000000
7742435,1,2,43,1,13,NA
7742436,1,1,60,1,13,NA
7742436,1,2,63,1,13,NA
7742437,1,1,59,1,13,2000000
7742437,1,2,60,1,13,NA
7742437,1,3,36,1,13,NA
7742438,1,1,38,1,13,2500000
7742438,1,2,35,1,13,3000000
7742438,1,3,14,1,13,NA
7742438,1,4,0,1,13,NA
7742439,1,1,43,1,13,NA
7742439,1,2,50,1,13,700000
7742439,1,3,22,1,13,NA
7742439,1,4,16,1,13,NA
7742441,1,1,49,1,13,150000
7742441,1,2,49,1,13,NA
7742441,1,3,27,1,13,NA
7742441,1,4,7,1,13,NA
7742441,1,5,1,1,13,NA
7742442,1,1,46,1,13,NA
7742442,1,2,44,1,13,700000
7742442,1,3,23,1,13,NA
7742442,1,4,19,1,13,NA
7742442,1,5,13,1,13,NA
7742443,1,1,49,1,13,500000
7742443,1,2,30,1,13,60000
7742443,1,3,8,1,13,NA
7742443,1,4,4,1,13,NA
7742444,1,1,19,1,13,500000
7742444,1,2,16,1,13,NA
7742444,1,3,15,1,13,NA
7742444,1,4,10,1,13,NA
7742445,1,1,45,1,13,576000
7742445,1,2,46,1,13,1300000
7742445,1,3,23,1,13,NA
7742445,1,4,7,1,13,NA
7742446,1,1,34,1,13,200000
7742446,1,2,36,1,13,1300000
7742446,1,3,14,1,13,NA
7742446,1,4,6,1,13,NA
7742447,1,1,61,1,13,1300000
7742447,1,2,35,1,13,NA
7742447,1,3,15,1,13,NA
7742447,1,4,20,1,13,1300000
7742447,1,5,2,1,13,NA
7742447,1,6,19,1,13,NA
7742447,1,7,2,1,13,NA
7742448,1,1,43,1,13,1300000
7742448,1,2,32,1,13,40000
7742448,1,3,9,1,13,NA
7742448,1,4,3,1,13,NA
7742449,1,1,43,1,13,800000
7742450,1,1,21,1,13,NA
7742450,1,2,20,1,13,NA
7742451,1,1,60,1,13,6000000
7742451,1,2,59,1,13,NA
7742451,1,3,27,1,13,3000000
7742451,1,4,25,1,13,2000000
7742452,1,1,69,1,13,NA
7742452,1,2,78,1,13,NA
7742452,1,3,48,1,13,2000000
7742452,1,4,46,1,13,NA
7742452,1,5,30,1,13,2000000
7742454,1,1,72,1,13,NA
7742454,1,2,69,1,13,4500000
7742455,1,1,61,1,15,2800000
7742455,1,2,54,1,15,1800000
7742455,1,3,36,1,15,NA
7742455,1,4,31,1,15,3100000
7742455,1,5,7,1,15,NA
7742455,1,6,1,1,15,NA
7742455,1,7,28,1,15,2900000
7742455,1,8,15,1,15,NA
7742455,1,9,66,1,15,NA
7742456,1,1,55,1,15,1300000
7742456,1,2,33,1,15,NA
7742456,1,3,0,1,15,NA
7742456,1,4,27,1,15,NA
7742457,1,1,45,1,15,2632875
7742457,1,2,94,1,15,NA
7742457,1,3,83,1,15,NA
7742458,1,1,58,1,15,NA
7742458,1,2,24,1,15,NA
7742459,1,1,56,1,15,100000
7742459,1,2,68,1,15,NA
7742459,1,3,67,1,15,NA
7742460,1,1,36,1,15,750000
7742460,1,2,19,1,15,NA
7742460,1,3,10,1,15,NA
7742461,1,1,48,1,15,2200000
7742461,1,2,30,1,15,NA
7742461,1,3,26,1,15,NA
7742461,1,4,18,1,15,NA
7742462,1,1,35,1,15,880000
7742462,1,2,40,1,15,2000000
7742462,1,3,9,1,15,NA
7742463,1,1,85,1,15,NA
7742464,1,1,30,1,15,1300000
7742464,1,2,13,1,15,NA
7742465,1,1,37,1,15,1800000
7742466,1,1,41,1,15,12000000
7742466,1,2,40,1,15,10000000
7742466,1,3,12,1,15,NA
7742467,1,1,21,1,15,NA
7742468,1,1,72,1,15,NA
7742468,1,2,50,1,15,NA
7742468,1,3,20,1,15,NA
7742468,1,4,19,1,15,150000
7742468,1,5,48,1,15,1000000
7742469,1,1,41,1,15,1300000
7742469,1,2,41,1,15,NA
7742469,1,3,19,1,15,NA
7742469,1,4,7,1,15,NA
7742470,1,1,90,1,15,NA
7742471,1,1,21,1,15,NA
7742472,1,1,47,1,15,1500000
7742472,1,2,43,1,15,NA
7742472,1,3,20,1,15,NA
7742472,1,4,7,1,15,NA
7742473,1,1,70,1,15,NA
7742474,1,1,44,1,15,NA
7742474,1,2,37,1,15,1300000
7742474,1,3,20,1,15,NA
7742474,1,4,15,1,15,NA
7742474,1,5,13,1,15,NA
7742475,1,1,79,1,15,300000
7742475,1,2,74,1,15,NA
7742476,1,1,30,1,15,NA
7742476,1,2,7,1,15,NA
7742477,1,1,67,1,15,NA
7742477,1,2,38,1,15,150000
7742477,1,3,43,1,15,1500000
7742477,1,4,17,1,15,NA
7742477,1,5,7,1,15,NA
7742477,1,6,0,1,15,NA
7742477,1,7,12,1,15,NA
7742478,1,1,47,1,15,NA
7742478,1,2,45,1,15,NA
7742479,1,1,48,1,15,1300000
7742479,1,2,44,1,15,NA
7742479,1,3,25,1,15,1300000
7742479,1,4,18,1,15,NA
7742480,1,1,35,1,15,3800000
7742480,1,2,12,1,15,NA
7742481,1,1,29,1,15,NA
7742481,1,2,7,1,15,NA
7742481,1,3,4,1,15,NA
7742481,1,4,18,1,15,NA
7742482,1,1,40,1,15,400000
7742482,1,2,17,1,15,NA
7742482,1,3,13,1,15,NA
7742483,1,1,89,1,15,NA
7742483,1,2,63,1,15,NA
7742484,1,1,61,1,15,NA
7742484,1,2,71,1,15,NA
7742485,1,1,65,1,15,NA
7742486,1,1,17,1,15,NA
7742487,1,1,32,1,15,1100000
7742487,1,2,11,1,15,NA
7742488,1,1,41,1,15,2500000
7742488,1,2,39,1,15,NA
7742488,1,3,15,1,15,NA
7742489,1,1,68,1,15,4000000
7742489,1,2,67,1,15,NA
7742490,1,1,35,1,15,2900000
7742490,1,2,36,1,15,1300000
7742490,1,3,17,1,15,NA
7742491,1,1,35,1,15,3800000
7742491,1,2,32,1,15,200000
7742491,1,3,7,1,15,NA
7742491,1,4,5,1,15,NA
7742492,1,1,72,1,15,7000000
7742492,1,2,55,1,15,4000000
7742493,1,1,60,1,15,480000
7742493,1,2,20,1,15,1300000
7742493,1,3,15,1,15,NA
7742493,1,4,12,1,15,NA
7742494,1,1,66,1,15,NA
7742494,1,2,31,1,15,1950000
7742495,1,1,72,1,15,NA
7742495,1,2,74,1,15,NA
7742495,1,3,43,1,15,1300000
7742495,1,4,4,1,15,NA
7742496,1,1,44,1,15,550000
7742496,1,2,17,1,15,NA
7742496,1,3,14,1,15,NA
7742497,1,1,38,1,15,9000000
7742497,1,2,7,1,15,NA
7742498,1,1,78,1,15,NA
7742499,1,1,47,1,15,1800000
7742499,1,2,30,1,15,NA
7742500,1,1,21,1,15,NA
7742501,1,1,49,1,15,1300000
7742501,1,2,52,1,15,NA
7742501,1,3,13,1,15,NA
7742502,1,1,32,1,15,950000
7742502,1,2,4,1,15,NA
7742502,1,3,1,1,15,NA
7742503,1,1,20,1,15,NA
7742504,1,1,64,1,15,200000
7742505,1,1,20,1,15,NA
7742506,1,1,64,1,15,NA
7742507,1,1,28,1,15,1800000
7742508,1,1,48,1,15,NA
7742508,1,2,47,1,15,NA
7742508,1,3,23,1,15,NA
7742509,1,1,34,1,15,750000
7742509,1,2,32,1,15,NA
7742509,1,3,13,1,15,NA
7742509,1,4,1,1,15,NA
7742510,1,1,58,1,15,2200000
7742510,1,2,68,1,15,NA
7742511,1,1,64,1,15,NA
7742511,1,2,74,1,15,NA
7742512,1,1,74,1,15,NA
7742512,1,2,70,1,15,NA
7742512,1,3,20,1,15,NA
7742513,1,1,32,1,15,NA
7742513,1,2,30,1,15,NA
7742513,1,3,13,1,15,NA
7742513,1,4,5,1,15,NA
7742514,1,1,55,1,15,2600000
7742515,1,1,85,1,15,NA
7742515,1,2,65,1,15,1800000
7742516,1,1,63,1,15,550000
7742517,1,1,51,1,15,NA
7742517,1,2,59,1,15,1300000
7742517,1,3,24,1,15,1800000
7742518,1,1,49,1,15,800000
7742518,1,2,13,1,15,NA
7742519,1,1,30,1,15,NA
7742519,1,2,37,1,15,1300000
7742519,1,3,12,1,15,NA
7742519,1,4,7,1,15,NA
7742520,1,1,48,1,15,NA
7742520,1,2,49,1,15,900000
7742520,1,3,20,1,15,NA
7742520,1,4,14,1,15,NA
7742521,1,1,38,1,15,2500000
7742522,1,1,62,1,15,NA
7742523,1,1,49,1,15,NA
7742523,1,2,15,1,15,NA
7742524,1,1,48,1,15,NA
7742524,1,2,45,1,15,1500000
7742524,1,3,22,1,15,NA
7742524,1,4,18,1,15,NA
7742525,1,1,42,1,15,1300000
7742525,1,2,18,1,15,NA
7742525,1,3,8,1,15,NA
7742526,1,1,76,1,15,NA
7742526,1,2,45,1,15,700000
7742526,1,3,50,1,15,1300000
7742526,1,4,47,1,15,1300000
7742526,1,5,16,1,15,NA
7742527,1,1,56,1,15,NA
7742527,1,2,55,1,15,800000
7742528,1,1,45,1,15,NA
7742528,1,2,27,1,15,3800000
7742528,1,3,24,1,15,NA
7742529,1,1,41,1,15,550000
7742529,1,2,18,1,15,1000000
7742529,1,3,15,1,15,NA
7742529,1,4,4,1,15,NA
7742530,1,1,76,1,15,NA
7742531,1,1,22,1,15,NA
7742532,1,1,55,1,15,NA
7742532,1,2,55,1,15,3200000
7742533,1,1,19,1,15,2000000
7742533,1,2,22,1,15,4800000
7742533,1,3,25,1,15,2000000
7742534,1,1,20,1,15,NA
7742535,1,1,33,1,17,NA
7742535,1,2,14,1,17,NA
7742536,1,1,51,1,17,NA
7742537,1,1,68,1,17,NA
7742538,1,1,39,1,17,2800000
7742538,1,2,41,1,17,2600000
7742538,1,3,15,1,17,NA
7742538,1,4,7,1,17,NA
7742539,1,1,58,1,17,1300000
7742539,1,2,70,1,17,NA
7742540,1,1,55,1,17,9000000
7742541,1,1,68,1,17,NA
7742542,1,1,30,1,17,6000000
7742542,1,2,30,1,17,5500000
7742543,1,1,46,1,17,900000
7742543,1,2,24,1,17,800000
7742544,1,1,64,1,17,NA
7742545,1,1,40,1,17,1400000
7742545,1,2,38,1,17,NA
7742545,1,3,19,1,17,1300000
7742545,1,4,18,1,17,NA
7742546,1,1,67,1,17,NA
7742546,1,2,32,1,17,1300000
7742547,1,1,80,1,17,NA
7742548,1,1,50,1,17,NA
7742548,1,2,28,1,17,3800000
7742548,1,3,19,1,17,NA
7742548,1,4,23,1,17,1300000
7742548,1,5,19,1,17,NA
7742548,1,6,19,1,17,NA
7742549,1,1,51,1,17,1450000
7742549,1,2,26,1,17,NA
7742549,1,3,11,1,17,NA
7742549,1,4,7,1,17,NA
7742550,1,1,34,1,17,8800000
7742550,1,2,68,1,17,900000
7742551,1,1,38,1,17,2030000
7742551,1,2,51,1,17,5000000
7742551,1,3,15,1,17,NA
7742552,1,1,70,1,17,7000000
7742552,1,2,67,1,17,NA
7742553,1,1,82,1,17,NA
7742553,1,2,57,1,17,NA
7742553,1,3,55,1,17,2000000
7742554,1,1,62,1,17,NA
7742554,1,2,56,1,17,4100000
7742554,1,3,27,1,17,1300000
7742554,1,4,26,1,17,1300000
7742555,1,1,47,1,17,2400000
7742556,1,1,96,1,17,NA
7742556,1,2,73,1,17,NA
7742556,1,3,70,1,17,NA
7742556,1,4,68,1,17,NA
7742557,1,1,64,1,17,NA
7742557,1,2,27,1,17,NA
7742558,1,1,45,1,17,NA
7742558,1,2,47,1,17,6000000
7742558,1,3,4,1,17,NA
7742559,1,1,61,1,17,300000
7742559,1,2,63,1,17,NA
7742559,1,3,39,1,17,900000
7742559,1,4,24,1,17,1500000
7742559,1,5,34,1,17,3000000
7742560,1,1,27,1,17,6500000
7742560,1,2,26,1,17,3200000
7742561,1,1,40,1,17,3600000
7742561,1,2,34,1,17,480000
7742561,1,3,12,1,17,NA
7742562,1,1,37,1,17,NA
7742562,1,2,50,1,17,1800000
7742562,1,3,12,1,17,NA
7742563,1,1,87,1,17,NA
7742563,1,2,84,1,17,NA
7742563,1,3,51,1,17,NA
7742563,1,4,46,1,17,1300000
7742564,1,1,56,1,17,1600000
7742565,1,1,48,1,17,600000
7742565,1,2,19,1,17,NA
7742566,1,1,89,1,17,NA
7742566,1,2,71,1,17,NA
7742566,1,3,70,1,17,NA
7742567,1,1,54,1,17,1300000
7742567,1,2,17,1,17,NA
7742568,1,1,47,1,17,NA
7742568,1,2,22,1,17,1300000
7742569,1,1,30,1,17,1300000
7742569,1,2,60,1,17,NA
7742570,1,1,34,1,17,1300000
7742570,1,2,40,1,17,NA
7742570,1,3,17,1,17,NA
7742570,1,4,14,1,17,NA
7742570,1,5,5,1,17,NA
7742571,1,1,72,1,17,NA
7742573,1,1,47,1,17,1500000
7742573,1,2,34,1,17,NA
7742573,1,3,17,1,17,NA
7742573,1,4,14,1,17,NA
7742573,1,5,7,1,17,NA
7742573,1,6,23,1,17,NA
7742573,1,7,2,1,17,NA
7742573,1,8,21,1,17,NA
7742574,1,1,22,1,17,1300000
7742574,1,2,20,1,17,600000
7742574,1,3,1,1,17,NA
7742575,1,1,20,1,17,1500000
7742575,1,2,49,1,17,1300000
7742576,1,1,76,1,17,NA
7742576,1,2,47,1,17,NA
7742576,1,3,40,1,17,1300000
7742576,1,4,21,1,17,NA
7742576,1,5,13,1,17,NA
7742576,1,6,12,1,17,NA
7742577,1,1,68,1,17,400000
7742578,1,1,78,1,17,NA
7742579,1,1,70,1,17,NA
7742579,1,2,49,1,17,NA
7742580,1,1,72,1,17,NA
7742580,1,2,65,1,17,400000
7742581,1,1,39,1,17,1300000
7742581,1,2,36,1,17,1300000
7742582,1,1,56,1,17,NA
7742583,1,1,75,1,17,NA
7742584,1,1,21,1,17,1400000
7742584,1,2,29,1,17,NA
7742584,1,3,0,1,17,NA
7742585,1,1,55,1,17,500000
7742585,1,2,29,1,17,500000
7742585,1,3,8,1,17,NA
7742586,1,1,76,1,17,NA
7742586,1,2,42,1,17,NA
7742587,1,1,78,1,17,NA
7742587,1,2,36,1,17,NA
7742587,1,3,13,1,17,NA
7742587,1,4,8,1,17,NA
7742588,1,1,26,1,17,NA
7742588,1,2,7,1,17,NA
7742589,1,1,27,1,17,1900000
7742590,1,1,24,1,17,1300000
7742591,1,1,44,1,17,NA
7742591,1,2,26,1,17,1300000
7742591,1,3,19,1,17,1000000
7742591,1,4,9,1,17,NA
7742592,1,1,24,1,17,1300000
7742592,1,2,37,1,17,1300000
7742592,1,3,20,1,17,NA
7742593,1,1,40,1,17,1300000
7742593,1,2,40,1,17,NA
7742593,1,3,20,1,17,1500000
7742594,1,1,56,1,17,1200000
7742594,1,2,55,1,17,NA
7742594,1,3,29,1,17,1600000
7742595,1,1,21,1,17,3000000
7742596,1,1,35,1,17,NA
7742597,1,1,47,1,17,1300000
7742598,1,1,74,1,17,NA
7742598,1,2,53,1,17,1300000
7742598,1,3,16,1,17,NA
7742598,1,4,35,1,17,1300000
7742599,1,1,66,1,17,NA
7742600,1,1,48,1,17,NA
7742600,1,2,28,1,17,NA
7742600,1,3,25,1,17,1900000
7742601,1,1,57,1,17,6000000
7742601,1,2,54,1,17,NA
7742601,1,3,30,1,17,NA
7742601,1,4,23,1,17,NA
7742602,1,1,63,1,17,NA
7742602,1,2,60,1,17,NA
7742602,1,3,13,1,17,NA
7742603,1,1,66,1,17,NA
7742603,1,2,38,1,17,1100000
7742603,1,3,28,1,17,1100000
7742604,1,1,69,1,17,NA
7742604,1,2,67,1,17,NA
7742604,1,3,28,1,17,NA
7742604,1,4,39,1,17,2500000
7742604,1,5,6,1,17,NA
7742604,1,6,36,1,17,NA
7742604,1,7,3,1,17,NA
7742605,1,1,39,1,17,NA
7742605,1,2,30,1,17,1300000
7742605,1,3,20,1,17,1300000
7742605,1,4,16,1,17,NA
7742606,1,1,39,1,17,1300000
7742607,1,1,68,1,17,NA
7742607,1,2,9,1,17,NA
7742608,1,1,52,1,17,300000
7742608,1,2,53,1,17,NA
7742609,1,1,48,1,17,800000
7742609,1,2,38,1,17,2707000
7742609,1,3,13,1,17,NA
7742609,1,4,48,1,17,1300000
7742610,1,1,34,1,17,1300000
7742610,1,2,34,1,17,500000
7742610,1,3,10,1,17,NA
7742611,1,1,19,1,17,NA
7742611,1,2,20,1,17,NA
7742611,1,3,20,1,17,NA
7742612,1,1,82,1,17,NA
7742612,1,2,81,1,17,NA
7742613,1,1,54,1,17,NA
7742613,1,2,54,1,17,1300000
7742613,1,3,16,1,17,NA
7742614,1,1,67,1,17,NA
7742614,1,2,68,1,17,400000
7742615,1,1,76,1,17,NA
7742615,1,2,75,1,17,NA
7742615,1,3,57,1,17,NA
7742616,1,1,60,1,17,360000
7742616,1,2,14,1,17,NA
7742617,1,1,99,1,17,NA
7742618,1,1,48,1,17,1300000
7742618,1,2,42,1,17,NA
7742618,1,3,23,1,17,NA
7742618,1,4,19,1,17,NA
7742618,1,5,83,1,17,300000
7742619,1,1,59,1,17,NA
7742619,1,2,54,1,17,1300000
7742620,1,1,83,1,17,NA
7742620,1,2,68,1,17,NA
7742620,1,3,39,1,17,1300000
7742620,1,4,41,1,17,NA
7742621,1,1,59,1,17,150000
7742622,1,1,54,1,17,1000000
7742622,1,2,55,1,17,1300000
7742622,1,3,15,1,17,NA
7742623,1,1,41,1,17,1200000
7742623,1,2,31,1,17,NA
7742624,1,1,77,1,17,NA
7742624,1,2,54,1,17,NA
7742625,1,1,70,1,17,NA
7742625,1,2,42,1,17,NA
7742625,1,3,9,1,17,NA
7742626,1,1,54,1,17,1300000
7742627,1,1,67,1,17,NA
7742627,1,2,18,1,17,NA
7742628,1,1,33,1,17,1300000
7742629,1,1,50,1,17,NA
7742629,1,2,25,1,17,1800000
7742629,1,3,15,1,17,NA
7742630,1,1,75,1,17,NA
7742630,1,2,64,1,17,NA
7742631,1,1,56,1,17,1000000
7742631,1,2,50,1,17,2000000
7742632,1,1,70,1,17,NA
7742632,1,2,35,1,17,NA
7742634,1,1,32,1,17,1300000
7742635,1,1,36,1,17,1300000
7742635,1,2,23,1,17,NA
7742635,1,3,0,1,17,NA
7742636,1,1,56,1,17,1300000
7742636,1,2,45,1,17,NA
7742636,1,3,20,1,17,NA
7742636,1,4,14,1,17,NA
7742637,1,1,85,1,17,NA
7742637,1,2,63,1,17,1300000
7742638,1,1,84,1,17,NA
7742639,1,1,59,1,17,200000
7742639,1,2,24,1,17,NA
7742640,1,1,84,1,17,NA
7742640,1,2,59,1,17,NA
7742641,1,1,78,1,17,NA
7742641,1,2,20,1,17,NA
7742642,1,1,70,1,17,NA
7742642,1,2,68,1,17,NA
7742643,1,1,89,1,17,NA
7742643,1,2,61,1,17,2000000
7742643,1,3,55,1,17,3000000
7742644,1,1,60,1,17,NA
7742644,1,2,57,1,17,NA
7742644,1,3,12,1,17,NA
7742644,1,4,85,1,17,NA
7742645,1,1,63,1,17,NA
7742645,1,2,35,1,17,600000
7742645,1,3,33,1,17,NA
7742645,1,4,14,1,17,NA
7742645,1,5,73,1,17,NA
7742646,1,1,61,1,17,NA
7742647,1,1,52,1,17,1300000
7742648,1,1,43,1,17,3800000
7742648,1,2,2,1,17,NA
7742649,1,1,51,1,17,6500000
7742650,1,1,67,1,17,NA
7742650,1,2,54,1,17,NA
7742650,1,3,27,1,17,1400000
7742651,1,1,30,1,17,2000000
7742652,1,1,58,1,17,NA
7742652,1,2,60,1,17,1000000
7742652,1,3,25,1,17,NA
7742652,1,4,22,1,17,1600000
7742653,1,1,79,1,17,NA
7742653,1,2,46,1,17,1300000
7742654,1,1,84,1,17,NA
7742655,1,1,58,1,17,NA
7742655,1,2,31,1,17,600000
7742656,1,1,59,1,17,800000
7742657,1,1,55,1,17,NA
7742657,1,2,46,1,17,NA
7742658,1,1,40,1,17,4000000
7742658,1,2,35,1,17,1000000
7742658,1,3,7,1,17,NA
7742659,1,1,46,1,17,5400000
7742659,1,2,87,1,17,NA
7742659,1,3,78,1,17,NA
7742660,1,1,27,1,17,1300000
7742660,1,2,2,1,17,NA
7742661,1,1,34,1,17,1300000
7742661,1,2,26,1,17,1300000
7742661,1,3,12,1,17,NA
7742661,1,4,4,1,17,NA
7742662,1,1,33,1,17,1300000
7742662,1,2,13,1,17,NA
7742663,1,1,36,1,17,1300000
7742663,1,2,44,1,17,700000
7742663,1,3,13,1,17,NA
7742664,1,1,39,1,18,300000
7742664,1,2,20,1,18,NA
7742664,1,3,9,1,18,NA
7742665,1,1,68,1,18,NA
7742665,1,2,66,1,18,NA
7742666,1,1,53,1,18,NA
7742666,1,2,21,1,18,NA
7742667,1,1,25,1,18,500000
7742667,1,2,23,1,18,80000
7742667,1,3,3,1,18,NA
7742668,1,1,54,1,18,600000
7742668,1,2,50,1,18,NA
7742668,1,3,14,1,18,NA
7742669,1,1,59,1,18,1600000
7742669,1,2,55,1,18,NA
7742669,1,3,33,1,18,NA
7742670,1,1,67,1,18,NA
7742671,1,1,75,1,18,NA
7742671,1,2,61,1,18,650000
7742671,1,3,18,1,18,NA
7742672,1,1,53,1,18,200000
7742672,1,2,19,1,18,NA
7742673,1,1,55,1,18,5000000
7742673,1,2,56,1,18,1800000
7742673,1,3,27,1,18,NA
7742673,1,4,26,1,18,NA
7742673,1,5,7,1,18,NA
7742673,1,6,1,1,18,NA
7742674,1,1,54,1,18,900000
7742674,1,2,19,1,18,400000
7742674,1,3,9,1,18,NA
7742675,1,1,73,1,18,500000
7742676,1,1,77,1,18,NA
7742677,1,1,70,1,18,NA
7742678,1,1,51,1,18,150000
7742678,1,2,27,1,18,NA
7742679,1,1,42,1,18,NA
7742679,1,2,41,1,18,1462000
7742679,1,3,21,1,18,NA
7742680,1,1,44,1,18,1500000
7742680,1,2,32,1,18,NA
7742680,1,3,19,1,18,NA
7742681,1,1,37,1,18,NA
7742681,1,2,13,1,18,NA
7742681,1,3,8,1,18,NA
7742681,1,4,7,1,18,NA
7742682,1,1,51,1,18,900000
7742682,1,2,33,1,18,850000
7742682,1,3,29,1,18,NA
7742683,1,1,50,1,18,NA
7742683,1,2,35,1,18,NA
7742683,1,3,23,1,18,NA
7742684,1,1,49,1,18,900000
7742684,1,2,27,1,18,NA
7742684,1,3,24,1,18,NA
7742685,1,1,29,1,18,NA
7742685,1,2,33,1,18,1800000
7742685,1,3,3,1,18,NA
7742686,1,1,36,1,18,800000
7742686,1,2,32,1,18,NA
7742686,1,3,17,1,18,NA
7742686,1,4,15,1,18,NA
7742686,1,5,12,1,18,NA
7742686,1,6,0,1,18,NA
7742687,1,1,47,1,18,NA
7742687,1,2,50,1,18,NA
7742688,1,1,50,1,18,NA
7742689,1,1,33,1,18,1500000
7742689,1,2,13,1,18,NA
7742690,1,1,49,1,18,NA
7742691,1,1,56,1,18,5200000
7742692,1,1,29,1,18,1500000
7742692,1,2,28,1,18,1600000
7742692,1,3,9,1,18,NA
7742693,1,1,53,1,18,500000
7742693,1,2,51,1,18,NA
7742693,1,3,24,1,18,NA
7742694,1,1,65,1,18,700000
7742695,1,1,56,1,18,NA
7742695,1,2,29,1,18,1250000
7742695,1,3,8,1,18,NA
7742696,1,1,70,1,18,350000
7742697,1,1,61,1,18,1300000
7742697,1,2,24,1,18,NA
7742698,1,1,74,1,18,NA
7742699,1,1,26,1,18,800000
7742699,1,2,4,1,18,NA
7742700,1,1,43,1,18,NA
7742700,1,2,48,1,18,800000
7742700,1,3,12,1,18,NA
7742700,1,4,25,1,18,850000
7742700,1,5,6,1,18,NA
7742700,1,6,4,1,18,NA
7742701,1,1,63,1,18,NA
7742701,1,2,73,1,18,NA
7742702,1,1,65,1,18,500000
7742703,1,1,36,1,18,600000
7742703,1,2,19,1,18,NA
7742703,1,3,17,1,18,NA
7742703,1,4,15,1,18,NA
7742703,1,5,11,1,18,NA
7742704,1,1,26,1,18,NA
7742704,1,2,34,1,18,1200000
7742704,1,3,24,1,18,1300000
7742705,1,1,45,1,18,1350000
7742705,1,2,34,1,18,1350000
7742705,1,3,8,1,18,NA
7742706,1,1,82,1,18,NA
7742706,1,2,68,1,18,NA
7742706,1,3,45,1,18,1000000
7742706,1,4,18,1,18,NA
7742707,1,1,63,1,18,1300000
7742707,1,2,48,1,18,800000
7742707,1,3,15,1,18,NA
7742708,1,1,25,1,18,NA
7742708,1,2,34,1,18,2600000
7742708,1,3,4,1,18,NA
7742708,1,4,1,1,18,NA
7742709,1,1,37,1,18,NA
7742709,1,2,18,1,18,NA
7742709,1,3,12,1,18,NA
7742710,1,1,45,1,18,800000
7742710,1,2,16,1,18,NA
7742710,1,3,13,1,18,NA
7742711,1,1,35,1,18,500000
7742711,1,2,19,1,18,600000
7742711,1,3,16,1,18,NA
7742711,1,4,88,1,18,NA
7742712,1,1,55,1,18,1550000
7742712,1,2,39,1,18,NA
7742712,1,3,18,1,18,NA
7742712,1,4,12,1,18,NA
7742713,1,1,23,1,18,300000
7742713,1,2,3,1,18,NA
7742714,1,1,46,1,18,400000
7742714,1,2,24,1,18,NA
7742714,1,3,14,1,18,NA
7742714,1,4,21,1,18,NA
7742715,1,1,45,1,18,NA
7742715,1,2,17,1,18,NA
7742715,1,3,15,1,18,NA
7742715,1,4,26,1,18,NA
7742715,1,5,9,1,18,NA
7742715,1,6,3,1,18,NA
7742716,1,1,71,1,18,NA
7742716,1,2,48,1,18,NA
7742717,1,1,53,1,18,850000
7742718,1,1,28,1,18,NA
7742718,1,2,9,1,18,NA
7742718,1,3,6,1,18,NA
7742718,1,4,0,1,18,NA
7742718,1,5,15,1,18,NA
7742718,1,6,12,1,18,NA
7742719,1,1,28,1,18,800000
7742720,1,1,62,1,18,350000
7742721,1,1,73,1,18,NA
7742721,1,2,69,1,18,NA
7742721,1,3,53,1,18,5800000
7742722,1,1,69,1,18,NA
7742722,1,2,58,1,18,NA
7742723,1,1,58,1,18,5000000
